clip,cfg,alpha,schedule,axis_id,s,a_independent,a_fork,commit_gain
1196,1.0,0.4,sqrt_down,class,0.75,0.25757575757575757,1.0,1.0
1196,1.0,0.4,sqrt_down,class,0.9,0.25757575757575757,1.0,1.0
1196,1.0,0.4,sqrt_down,material,0.05,0.6561985620422509,0.9584063600540857,
1196,1.0,0.4,sqrt_down,material,0.15,0.6561985620422509,0.9502312477668126,
1196,1.0,0.4,sqrt_down,material,0.25,0.6561985620422509,0.9607855186800714,
1196,1.0,0.4,sqrt_down,material,0.35,0.6561985620422509,0.9735067753534306,
1196,1.0,0.4,sqrt_down,material,0.45,0.6561985620422509,0.9742086132932112,
1196,1.0,0.4,sqrt_down,material,0.6,0.6561985620422509,0.9886203849207253,
1196,1.0,0.4,sqrt_down,material,0.75,0.6561985620422509,0.9872165746864058,
1196,1.0,0.4,sqrt_down,material,0.9,0.6561985620422509,0.9958347678997043,
1207,1.0,0.4,sqrt_down,presence,0.05,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,presence,0.15,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,presence,0.25,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,presence,0.35,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,presence,0.45,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,presence,0.6,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,presence,0.75,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,presence,0.9,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,timing,0.05,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,timing,0.15,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,timing,0.25,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,timing,0.35,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,timing,0.45,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,timing,0.6,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,timing,0.75,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,timing,0.9,1.0,1.0,0.0
1207,1.0,0.4,sqrt_down,class,0.05,0.32142857142857145,nan,
1207,1.0,0.4,sqrt_down,class,0.15,0.32142857142857145,nan,
1207,1.0,0.4,sqrt_down,class,0.25,0.32142857142857145,nan,
1207,1.0,0.4,sqrt_down,class,0.35,0.32142857142857145,nan,
1207,1.0,0.4,sqrt_down,class,0.45,0.32142857142857145,nan,
1207,1.0,0.4,sqrt_down,class,0.6,0.32142857142857145,nan,
1207,1.0,0.4,sqrt_down,class,0.75,0.32142857142857145,nan,
1207,1.0,0.4,sqrt_down,class,0.9,0.32142857142857145,nan,
1207,1.0,0.4,sqrt_down,material,0.05,0.5263253010153748,0.9311091565396048,
1207,1.0,0.4,sqrt_down,material,0.15,0.5263253010153748,0.9272937707922291,
