video_id,base_seed,theta_commit,status,n_scorable_progress_points,first_crossing,sustained_crossing
4268,10,0.9,CROSSING,8,0.75,0.75
4268,11,0.9,CROSSING,7,0.35,0.35
4268,12,0.9,CROSSING,8,0.9,0.9
4268,13,0.9,CROSSING,8,0.25,0.25
4268,14,0.9,CROSSING,8,0.05,
4268,15,0.9,CROSSING,8,0.9,0.9
4268,16,0.9,CROSSING,8,0.35,0.75
4283,0,0.9,NONCROSSING,8,,
4283,1,0.9,CROSSING,8,0.75,0.75
4283,2,0.9,CROSSING,8,0.35,0.35
4283,3,0.9,CROSSING,8,0.45,0.45
4283,4,0.9,NONCROSSING,7,,
4283,5,0.9,NONCROSSING,8,,
4283,6,0.9,CROSSING,7,0.45,0.45
4283,7,0.9,CROSSING,8,0.45,0.9
4283,8,0.9,NONCROSSING,8,,
4283,9,0.9,CROSSING,7,0.75,0.75
4283,10,0.9,CROSSING,8,0.35,0.9
4283,11,0.9,NONCROSSING,4,,
4283,12,0.9,CROSSING,8,0.6,0.9
4283,13,0.9,CROSSING,7,0.15,0.45
4283,14,0.9,NONCROSSING,6,,
4283,15,0.9,CROSSING,8,0.9,0.9
4283,16,0.9,CROSSING,7,0.25,
43,0,0.9,UNSCORABLE,0,,
43,1,0.9,UNSCORABLE,0,,
43,2,0.9,UNSCORABLE,0,,
43,3,0.9,UNSCORABLE,0,,
43,4,0.9,UNSCORABLE,0,,
43,5,0.9,UNSCORABLE,0,,
43,6,0.9,UNSCORABLE,0,,
43,7,0.9,UNSCORABLE,0,,
43,8,0.9,UNSCORABLE,0,,
43,9,0.9,UNSCORABLE,0,,
43,10,0.9,UNSCORABLE,0,,
43,11,0.9,UNSCORABLE,0,,
43,12,0.9,UNSCORABLE,0,,
43,13,0.9,UNSCORABLE,0,,
43,14,0.9,UNSCORABLE,0,,
43,15,0.9,UNSCORABLE,0,,
43,16,0.9,UNSCORABLE,0,,
4315,0,0.9,CROSSING,8,0.15,0.15
4315,1,0.9,CROSSING,8,0.05,0.05
4315,2,0.9,CROSSING,8,0.6,0.9
4315,3,0.9,CROSSING,8,0.05,0.05
4315,4,0.9,CROSSING,8,0.15,0.15
4315,5,0.9,CROSSING,8,0.05,0.6
4315,6,0.9,CROSSING,7,0.15,0.15
4315,7,0.9,CROSSING,5,0.05,
4315,8,0.9,CROSSING,4,0.15,0.45
4315,9,0.9,CROSSING,7,0.15,0.9
4315,10,0.9,CROSSING,8,0.05,0.05
4315,11,0.9,CROSSING,7,0.35,0.35
4315,12,0.9,CROSSING,8,0.05,0.35
4315,13,0.9,NONCROSSING,8,,
4315,14,0.9,CROSSING,8,0.05,0.25
4315,15,0.9,CROSSING,4,0.15,
4315,16,0.9,CROSSING,8,0.15,0.15
4510,0,0.9,CROSSING,6,0.25,0.6
4510,1,0.9,CROSSING,5,0.15,
4510,2,0.9,CROSSING,8,0.6,0.6
4510,3,0.9,CROSSING,8,0.45,0.45
4510,4,0.9,CROSSING,8,0.75,0.75
4510,5,0.9,CROSSING,8,0.25,0.25
4510,6,0.9,CROSSING,8,0.05,0.35
4510,7,0.9,CROSSING,7,0.05,0.6
4510,8,0.9,CROSSING,7,0.15,0.15
4510,9,0.9,NONCROSSING,6,,
4510,10,0.9,CROSSING,6,0.05,0.05
4510,11,0.9,CROSSING,8,0.45,0.45
4510,12,0.9,CROSSING,8,0.6,0.6
4510,13,0.9,CROSSING,8,0.35,0.35
4510,14,0.9,CROSSING,8,0.15,0.15
4510,15,0.9,CROSSING,8,0.15,0.15
4510,16,0.9,CROSSING,8,0.9,0.9
452,0,0.9,CROSSING,8,0.6,0.9
452,1,0.9,CROSSING,5,0.15,0.9
452,2,0.9,CROSSING,8,0.6,0.6
452,3,0.9,CROSSING,8,0.25,0.9
452,4,0.9,CROSSING,8,0.25,0.9
452,5,0.9,CROSSING,7,0.05,0.45
452,6,0.9,CROSSING,8,0.75,0.75
452,7,0.9,CROSSING,7,0.75,0.75
452,8,0.9,CROSSING,8,0.9,0.9
452,9,0.9,CROSSING,8,0.75,0.75
452,10,0.9,CROSSING,8,0.9,0.9
452,11,0.9,CROSSING,8,0.25,0.6
452,12,0.9,CROSSING,8,0.25,0.45
452,13,0.9,NONCROSSING,5,,
452,14,0.9,CROSSING,8,0.45,0.75
452,15,0.9,CROSSING,8,0.15,0.35
452,16,0.9,CROSSING,8,0.9,0.9
4563,0,0.9,CROSSING,8,0.15,0.15
4563,1,0.9,CROSSING,8,0.05,0.05
4563,2,0.9,CROSSING,8,0.6,0.6
4563,3,0.9,CROSSING,8,0.15,0.75
4563,4,0.9,CROSSING,8,0.05,0.05
4563,5,0.9,CROSSING,8,0.05,0.6
4563,6,0.9,CROSSING,8,0.45,0.45
4563,7,0.9,CROSSING,8,0.05,0.05
4563,8,0.9,CROSSING,8,0.35,0.6
4563,9,0.9,CROSSING,8,0.05,0.05
4563,10,0.9,CROSSING,8,0.45,
4563,11,0.9,CROSSING,8,0.05,0.45
4563,12,0.9,CROSSING,8,0.75,
4563,13,0.9,CROSSING,8,0.45,0.45
4563,14,0.9,CROSSING,8,0.05,0.05
4563,15,0.9,CROSSING,8,0.35,
4563,16,0.9,CROSSING,8,0.15,0.6
457,0,0.9,CROSSING,8,0.15,0.15
457,1,0.9,NONCROSSING,8,,
457,2,0.9,CROSSING,8,0.15,0.15
457,3,0.9,CROSSING,8,0.6,0.6
457,4,0.9,CROSSING,8,0.45,0.9
457,5,0.9,CROSSING,8,0.45,0.45
457,6,0.9,CROSSING,8,0.05,0.9
457,7,0.9,CROSSING,8,0.9,0.9
457,8,0.9,CROSSING,8,0.35,0.75
457,9,0.9,CROSSING,8,0.35,0.6
457,10,0.9,CROSSING,8,0.15,0.15
457,11,0.9,CROSSING,8,0.15,0.9
457,12,0.9,CROSSING,8,0.25,0.25
457,13,0.9,CROSSING,8,0.35,0.6
457,14,0.9,CROSSING,7,0.45,0.75
457,15,0.9,NONCROSSING,8,,
457,16,0.9,CROSSING,8,0.6,0.6
4635,0,0.9,CROSSING,8,0.05,0.75
4635,1,0.9,CROSSING,5,0.75,0.75
4635,2,0.9,CROSSING,8,0.05,0.45
4635,3,0.9,CROSSING,5,0.25,0.25
4635,4,0.9,CROSSING,8,0.25,0.45
4635,5,0.9,CROSSING,8,0.15,0.15
4635,6,0.9,CROSSING,8,0.6,0.6
4635,7,0.9,CROSSING,8,0.75,0.75
4635,8,0.9,UNSCORABLE,0,,
4635,9,0.9,CROSSING,8,0.75,
4635,10,0.9,CROSSING,1,0.15,0.15
4635,11,0.9,CROSSING,7,0.25,0.25
4635,12,0.9,CROSSING,8,0.05,0.9
4635,13,0.9,CROSSING,8,0.15,0.6
4635,14,0.9,CROSSING,8,0.15,0.15
4635,15,0.9,CROSSING,8,0.05,0.05
4635,16,0.9,CROSSING,6,0.45,0.9
4863,0,0.9,CROSSING,8,0.05,0.05
4863,1,0.9,UNSCORABLE,0,,
4863,2,0.9,UNSCORABLE,0,,
4863,3,0.9,UNSCORABLE,0,,
4863,4,0.9,CROSSING,4,0.05,0.25
4863,5,0.9,CROSSING,7,0.15,0.15
4863,6,0.9,CROSSING,8,0.05,0.05
4863,7,0.9,CROSSING,1,0.05,0.05
4863,8,0.9,UNSCORABLE,0,,
4863,9,0.9,UNSCORABLE,0,,
4863,10,0.9,CROSSING,8,0.05,0.05
4863,11,0.9,CROSSING,8,0.05,0.05
4863,12,0.9,CROSSING,8,0.05,0.05
4863,13,0.9,UNSCORABLE,0,,
4863,14,0.9,CROSSING,3,0.25,0.25
4863,15,0.9,UNSCORABLE,0,,
4863,16,0.9,UNSCORABLE,0,,
4935,0,0.9,CROSSING,8,0.25,0.75
4935,1,0.9,CROSSING,7,0.25,0.25
4935,2,0.9,CROSSING,8,0.05,0.05
4935,3,0.9,CROSSING,8,0.05,0.05
4935,4,0.9,CROSSING,3,0.25,0.25
4935,5,0.9,CROSSING,8,0.15,0.6
4935,6,0.9,CROSSING,8,0.75,
4935,7,0.9,NONCROSSING,1,,
4935,8,0.9,CROSSING,8,0.15,0.15
4935,9,0.9,CROSSING,1,0.15,0.15
4935,10,0.9,CROSSING,8,0.05,0.05
4935,11,0.9,NONCROSSING,5,,
4935,12,0.9,CROSSING,4,0.35,
4935,13,0.9,CROSSING,8,0.15,0.35
4935,14,0.9,CROSSING,6,0.05,
4935,15,0.9,CROSSING,5,0.15,
4935,16,0.9,CROSSING,8,0.6,
596,0,0.9,CROSSING,8,0.6,0.6
596,1,0.9,CROSSING,8,0.35,0.35
596,2,0.9,CROSSING,6,0.6,0.6
596,3,0.9,CROSSING,7,0.25,0.25
596,4,0.9,CROSSING,8,0.35,0.35
596,5,0.9,CROSSING,4,0.25,
596,6,0.9,CROSSING,8,0.15,0.75
596,7,0.9,NONCROSSING,3,,
596,8,0.9,CROSSING,8,0.6,0.6
596,9,0.9,CROSSING,7,0.35,0.75
596,10,0.9,CROSSING,8,0.75,0.75
596,11,0.9,CROSSING,8,0.45,0.45
596,12,0.9,CROSSING,8,0.75,0.75
596,13,0.9,CROSSING,8,0.75,0.75
596,14,0.9,CROSSING,8,0.45,0.45
596,15,0.9,CROSSING,8,0.9,0.9
596,16,0.9,CROSSING,8,0.25,0.25
658,0,0.9,VIDEO_DETERMINED,8,,
658,1,0.9,VIDEO_DETERMINED,8,,
658,2,0.9,VIDEO_DETERMINED,8,,
658,3,0.9,VIDEO_DETERMINED,8,,
658,4,0.9,VIDEO_DETERMINED,8,,
658,5,0.9,VIDEO_DETERMINED,8,,
658,6,0.9,VIDEO_DETERMINED,8,,
658,7,0.9,VIDEO_DETERMINED,8,,
658,8,0.9,VIDEO_DETERMINED,8,,
658,9,0.9,VIDEO_DETERMINED,8,,
658,10,0.9,VIDEO_DETERMINED,8,,
658,11,0.9,VIDEO_DETERMINED,8,,
658,12,0.9,VIDEO_DETERMINED,8,,
658,13,0.9,VIDEO_DETERMINED,8,,
658,14,0.9,VIDEO_DETERMINED,8,,
658,15,0.9,VIDEO_DETERMINED,8,,
658,16,0.9,VIDEO_DETERMINED,8,,
662,0,0.9,VIDEO_DETERMINED,8,,
662,1,0.9,VIDEO_DETERMINED,8,,
662,2,0.9,VIDEO_DETERMINED,8,,
662,3,0.9,VIDEO_DETERMINED,8,,
662,4,0.9,VIDEO_DETERMINED,8,,
662,5,0.9,VIDEO_DETERMINED,8,,
662,6,0.9,VIDEO_DETERMINED,8,,
662,7,0.9,VIDEO_DETERMINED,8,,
662,8,0.9,VIDEO_DETERMINED,8,,
662,9,0.9,VIDEO_DETERMINED,8,,
662,10,0.9,VIDEO_DETERMINED,8,,
662,11,0.9,VIDEO_DETERMINED,8,,
662,12,0.9,VIDEO_DETERMINED,8,,
662,13,0.9,VIDEO_DETERMINED,8,,
662,14,0.9,VIDEO_DETERMINED,8,,
662,15,0.9,VIDEO_DETERMINED,8,,
662,16,0.9,VIDEO_DETERMINED,8,,
819,0,0.9,CROSSING,8,0.05,0.9
819,1,0.9,CROSSING,8,0.15,0.15
819,2,0.9,CROSSING,5,0.05,
819,3,0.9,CROSSING,8,0.05,0.05
819,4,0.9,CROSSING,7,0.6,0.6
819,5,0.9,CROSSING,8,0.75,0.75
819,6,0.9,CROSSING,8,0.05,0.35
819,7,0.9,CROSSING,8,0.05,0.05
819,8,0.9,CROSSING,8,0.05,
819,9,0.9,CROSSING,8,0.05,0.35
819,10,0.9,NONCROSSING,5,,
819,11,0.9,CROSSING,8,0.05,0.05
819,12,0.9,CROSSING,8,0.25,0.45
819,13,0.9,CROSSING,8,0.45,0.45
819,14,0.9,CROSSING,8,0.05,0.35
819,15,0.9,CROSSING,8,0.9,0.9
819,16,0.9,CROSSING,8,0.15,0.45
955,0,0.9,VIDEO_DETERMINED,8,,
955,1,0.9,VIDEO_DETERMINED,8,,
955,2,0.9,VIDEO_DETERMINED,8,,
955,3,0.9,VIDEO_DETERMINED,8,,
955,4,0.9,VIDEO_DETERMINED,8,,
955,5,0.9,VIDEO_DETERMINED,8,,
955,6,0.9,VIDEO_DETERMINED,8,,
955,7,0.9,VIDEO_DETERMINED,8,,
955,8,0.9,VIDEO_DETERMINED,8,,
955,9,0.9,VIDEO_DETERMINED,8,,
955,10,0.9,VIDEO_DETERMINED,8,,
955,11,0.9,VIDEO_DETERMINED,8,,
955,12,0.9,VIDEO_DETERMINED,8,,
955,13,0.9,VIDEO_DETERMINED,8,,
955,14,0.9,VIDEO_DETERMINED,8,,
955,15,0.9,VIDEO_DETERMINED,8,,
955,16,0.9,VIDEO_DETERMINED,7,,
96,0,0.9,CROSSING,8,0.45,0.75
96,1,0.9,CROSSING,8,0.15,0.9
96,2,0.9,CROSSING,8,0.25,0.25
96,3,0.9,CROSSING,8,0.05,0.45
96,4,0.9,CROSSING,8,0.45,0.45
96,5,0.9,NONCROSSING,8,,
96,6,0.9,NONCROSSING,8,,
96,7,0.9,CROSSING,8,0.15,0.75
96,8,0.9,CROSSING,8,0.75,0.75
96,9,0.9,CROSSING,7,0.6,0.6
96,10,0.9,CROSSING,8,0.15,0.75
96,11,0.9,CROSSING,8,0.25,0.75
96,12,0.9,CROSSING,8,0.05,0.6
96,13,0.9,CROSSING,8,0.9,0.9
96,14,0.9,CROSSING,8,0.05,0.6
96,15,0.9,CROSSING,8,0.05,0.35
96,16,0.9,CROSSING,8,0.35,0.35
